Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Team Payment,Chrome 134.0.6998.178,,,08-04-2025 14:37:22,08-04-2025 14:39:48,"2m - 26,149s",PASSED
,,,,,,,
Test Cases/Create an Event For Teams,Chrome 134.0.6998.178,,,08-04-2025 14:37:22,08-04-2025 14:38:19,"56,740s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:23,08-04-2025 14:37:27,"4,497s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:27,08-04-2025 14:37:30,"2,928s",PASSED
maximizeWindow(),Chrome 134.0.6998.178,,,08-04-2025 14:37:30,08-04-2025 14:37:30,"0,054s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Log In_email""), ""dcgfcgchfhgvhv@gmail.com"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:30,08-04-2025 14:37:31,"0,718s",PASSED
"setEncryptedText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""ugkk24xDMrWrlVpEbACuNZEQlZ6qfcdw"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:31,08-04-2025 14:37:31,"0,308s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Log In""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:31,08-04-2025 14:37:32,"0,298s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/a_New Event""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:32,08-04-2025 14:37:34,"2,278s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/span_Event Details""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:34,08-04-2025 14:37:34,"0,577s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Event Name_long_name""), ""123Test Event"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:34,08-04-2025 14:37:35,"0,513s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Short Name_name""), ""TE"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:35,08-04-2025 14:37:35,"0,517s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Teams_allow_teams_registration""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:35,08-04-2025 14:37:36,"0,358s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Ticket Sales_allow_ticket_sales""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:36,08-04-2025 14:37:36,"0,588s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose a Timezone .AmericaNew_YorkAm_0bdf4d""), ""America/New_York"", true)",Chrome 134.0.6998.178,,,08-04-2025 14:37:36,08-04-2025 14:37:37,"0,851s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Sport .VolleyballBasketballSo_1c54a4""), ""2"", true)",Chrome 134.0.6998.178,,,08-04-2025 14:37:37,08-04-2025 14:37:38,"0,799s",PASSED
"enhancedClick(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Sport Variation .IndoorDoubles""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:38,08-04-2025 14:37:39,"0,618s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Sport Variation .IndoorDoubles""), ""number:1"", true)",Chrome 134.0.6998.178,,,08-04-2025 14:37:39,08-04-2025 14:37:39,"0,747s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Date Start_date_start""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:39,08-04-2025 14:37:40,"0,552s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_April 2025_btn btn-default btn-sm pu_492a81""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:40,08-04-2025 14:37:40,"0,499s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_April 2025_btn btn-default btn-sm pu_492a81""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:40,08-04-2025 14:37:41,"0,480s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_18""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:41,08-04-2025 14:37:41,"0,498s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Date""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:41,08-04-2025 14:37:42,"0,896s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Close""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:42,08-04-2025 14:37:43,"0,493s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Date End_date_end""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:43,08-04-2025 14:37:43,"0,288s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_April 2025_btn btn-default btn-sm pu_492a81""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:43,08-04-2025 14:37:44,"0,488s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_April 2025_btn btn-default btn-sm pu_492a81""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:44,08-04-2025 14:37:44,"0,483s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_20""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:44,08-04-2025 14:37:45,"0,505s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Date""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:45,08-04-2025 14:37:45,"0,934s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Close""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:45,08-04-2025 14:37:46,"0,494s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Make Event Live to Public_ng-pristine_2d3249""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:46,08-04-2025 14:37:46,"0,272s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/span_Host Organization Information""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:46,08-04-2025 14:37:47,"0,485s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Organization Name_org_name""), ""101 North Atlantic Avenue"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:47,08-04-2025 14:37:47,"0,513s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Address_host_address""), ""101 North Atlantic Avenue"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:47,08-04-2025 14:37:48,"0,516s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_City_host_city""), ""Daytona Beach"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:48,08-04-2025 14:37:48,"0,500s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Select.AlabamaAlaskaAlbertaArizonaAr_24cd39""), ""string:AL"", true)",Chrome 134.0.6998.178,,,08-04-2025 14:37:48,08-04-2025 14:37:50,"1,251s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_ZIP_host_zip""), ""32218"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:50,08-04-2025 14:37:50,"0,502s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Phone_org_phone""), ""(111) 111-1111"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:50,08-04-2025 14:37:51,"0,510s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Website URL_website""), ""http://111fapl.ru"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:51,08-04-2025 14:37:51,"0,514s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Log In_email""), ""dhntyjrtjrujtst@gmail.com"")",Chrome 134.0.6998.178,,,08-04-2025 14:37:51,08-04-2025 14:37:52,"0,512s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/span_Teams Registration Details""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:52,08-04-2025 14:37:52,"0,303s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/label_Use Registration""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:52,08-04-2025 14:37:52,"0,270s",PASSED
"doubleClick(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/label_Use Registration""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:52,08-04-2025 14:37:53,"0,385s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Activate Teams Registration_live_reg""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:53,08-04-2025 14:37:53,"0,267s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Open Date_reg_open""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:53,08-04-2025 14:37:53,"0,292s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_31""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:53,08-04-2025 14:37:54,"0,485s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Date""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:54,08-04-2025 14:37:54,"0,866s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Close""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:54,08-04-2025 14:37:55,"0,501s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Close Date_reg_close""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:55,08-04-2025 14:37:55,"0,289s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_April 2025_btn btn-default btn-sm pu_492a81""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:55,08-04-2025 14:37:56,"0,479s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_22""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:56,08-04-2025 14:37:56,"0,491s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Date""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:56,08-04-2025 14:37:57,"0,890s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Close""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:57,08-04-2025 14:37:58,"0,473s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Female_female_gender""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:58,08-04-2025 14:37:58,"0,263s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Male_male_gender""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:58,08-04-2025 14:37:58,"0,268s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Coed_coed_gender""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:58,08-04-2025 14:37:58,"0,266s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Sanctioning Body .USAVAAUJVA9_9b6f50""), ""number:3"", true)",Chrome 134.0.6998.178,,,08-04-2025 14:37:58,08-04-2025 14:37:59,"0,765s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Require USAV Number_usav_req""))",Chrome 134.0.6998.178,,,08-04-2025 14:37:59,08-04-2025 14:38:00,"0,482s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose USAV Region .AlaskaAlohaArizo_c03c28""), ""string:AK"", true)",Chrome 134.0.6998.178,,,08-04-2025 14:38:00,08-04-2025 14:38:01,"1,000s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Event Type .RegionalNationalQ_75cf81""), ""string:regional"", true)",Chrome 134.0.6998.178,,,08-04-2025 14:38:01,08-04-2025 14:38:01,"0,722s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Registration Fee_reg_fee""), ""1000"")",Chrome 134.0.6998.178,,,08-04-2025 14:38:01,08-04-2025 14:38:02,"0,526s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Hide Seeds_hide_seeds""))",Chrome 134.0.6998.178,,,08-04-2025 14:38:02,08-04-2025 14:38:02,"0,262s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Roster Deadline_deadline""))",Chrome 134.0.6998.178,,,08-04-2025 14:38:02,08-04-2025 14:38:02,"0,293s",PASSED
