Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"Full and partial REFUNDS for teams (CARD, ACH, CHECK)",Chrome 136.0.7103.93,,,19-05-2025 01:03:39,19-05-2025 01:09:13,"5m - 33,753s",PASSED
,,,,,,,
"Test Cases/111Team payments/Payments for teams (CARD, ACH, CHECK)",Chrome 136.0.7103.93,,"refund, teams",19-05-2025 01:03:40,19-05-2025 01:04:41,"1m - 1,236s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 136.0.7103.93,,,19-05-2025 01:03:40,19-05-2025 01:03:44,"4,368s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 136.0.7103.93,,,19-05-2025 01:03:44,19-05-2025 01:03:47,"2,734s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Log In_email""), ""coachjon@trinityvolleyball.com"")",Chrome 136.0.7103.93,,,19-05-2025 01:03:47,19-05-2025 01:03:48,"0,723s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""ugkk24xDMrWrlVpEbACuNZEQlZ6qfcdw"")",Chrome 136.0.7103.93,,,19-05-2025 01:03:48,19-05-2025 01:03:48,"0,314s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Log In""))",Chrome 136.0.7103.93,,,19-05-2025 01:03:48,19-05-2025 01:03:48,"0,304s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/a_Enter Events""))",Chrome 136.0.7103.93,,,19-05-2025 01:03:48,19-05-2025 01:03:52,"3,511s",PASSED
"setText(findTestObject(""Spy Web/Page_SportWrench - The Home of Sporting Events/input_Invoices_searchbox""), ""ULTIMATE TEAMS REFUND"")",Chrome 136.0.7103.93,,,19-05-2025 01:03:52,19-05-2025 01:03:53,"0,957s",PASSED
delay(2),Chrome 136.0.7103.93,,,19-05-2025 01:03:53,19-05-2025 01:03:55,"2,026s",PASSED
"click(findTestObject(""Spy Web/Page_SportWrench - The Home of Sporting Events/span_ULTIMATE TEAMS REFUND""))",Chrome 136.0.7103.93,,,19-05-2025 01:03:55,19-05-2025 01:03:55,"0,329s",PASSED
delay(2),Chrome 136.0.7103.93,,,19-05-2025 01:03:55,19-05-2025 01:03:57,"2,008s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Manage Teams""))",Chrome 136.0.7103.93,,,19-05-2025 01:03:57,19-05-2025 01:03:57,"0,281s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Pay""))",Chrome 136.0.7103.93,,,19-05-2025 01:03:57,19-05-2025 01:04:00,"2,656s",PASSED
delay(2),Chrome 136.0.7103.93,,,19-05-2025 01:04:00,19-05-2025 01:04:02,"2,011s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Payment history_ng-pristine ng-untouc_97ddf2""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:02,19-05-2025 01:04:02,"0,361s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_To Pay_ng-pristine ng-untouched ng-va_e7e142""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:02,19-05-2025 01:04:03,"0,521s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:03,19-05-2025 01:04:03,"0,510s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc_1""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:03,19-05-2025 01:04:04,"0,299s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc_1_2""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:04,19-05-2025 01:04:04,"0,296s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc_1_2_3""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:04,19-05-2025 01:04:04,"0,297s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/div_Proceed to payment""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:04,19-05-2025 01:04:05,"0,342s",PASSED
delay(2),Chrome 136.0.7103.93,,,19-05-2025 01:04:05,19-05-2025 01:04:07,"2,017s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Card number_number""), ""4242 4242 4242 4242"")",Chrome 136.0.7103.93,,,19-05-2025 01:04:07,19-05-2025 01:04:07,"0,573s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_MM  YY_expiry""), ""12 / 26"")",Chrome 136.0.7103.93,,,19-05-2025 01:04:07,19-05-2025 01:04:08,"0,363s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Security code_cvc""), ""345"")",Chrome 136.0.7103.93,,,19-05-2025 01:04:08,19-05-2025 01:04:08,"0,361s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Pay 5,000.00""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:08,19-05-2025 01:04:08,"0,320s",PASSED
delay(5),Chrome 136.0.7103.93,,,19-05-2025 01:04:08,19-05-2025 01:04:13,"5,009s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/span_Your Payment of 5,000.00 succeeded""), 1)",Chrome 136.0.7103.93,,,19-05-2025 01:04:13,19-05-2025 01:04:13,"0,251s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Close""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:13,19-05-2025 01:04:17,"3,496s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Pay""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:17,19-05-2025 01:04:18,"0,847s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Payment history_ng-pristine ng-untouc_97ddf2""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:18,19-05-2025 01:04:18,"0,543s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_To Pay_ng-pristine ng-untouched ng-va_e7e142""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:18,19-05-2025 01:04:19,"0,560s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:19,19-05-2025 01:04:19,"0,511s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc_1""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:19,19-05-2025 01:04:20,"0,291s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/div_Proceed to payment_1""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:20,19-05-2025 01:04:20,"0,321s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/a_Check""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:20,19-05-2025 01:04:22,"1,552s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Confirm 3,000.00""))",Chrome 136.0.7103.93,,,19-05-2025 01:04:22,19-05-2025 01:04:22,"0,291s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/span_Your Payment of 3,000.00 is pending re_a194a2""), 0)",Chrome 136.0.7103.93,,,19-05-2025 01:04:22,19-05-2025 01:04:24,"2,273s",PASSED
