Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Club,Chrome 135.0.7049.96,,,18-04-2025 13:16:59,18-04-2025 13:22:34,"5m - 34,953s",PASSED
,,,,,,,
"Test Cases/111Club/CREATE account, club, team, payment",Chrome 135.0.7049.96,,,18-04-2025 13:17:00,18-04-2025 13:18:10,"1m - 10,040s",PASSED
counter = Math.random() * 100000,Chrome 135.0.7049.96,,,18-04-2025 13:17:00,18-04-2025 13:17:00,"0,031s",PASSED
"email = counter + ""Test_email_for_club@gmail.com""",Chrome 135.0.7049.96,,,18-04-2025 13:17:00,18-04-2025 13:17:00,"0,007s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 135.0.7049.96,,,18-04-2025 13:17:00,18-04-2025 13:17:06,"5,676s",PASSED
maximizeWindow(),Chrome 135.0.7049.96,,,18-04-2025 13:17:06,18-04-2025 13:17:06,"0,071s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 135.0.7049.96,,,18-04-2025 13:17:06,18-04-2025 13:17:09,"2,898s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/a_SIGN UP""))",Chrome 135.0.7049.96,,,18-04-2025 13:17:09,18-04-2025 13:17:09,"0,476s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Registration_first""), ""Tara"")",Chrome 135.0.7049.96,,,18-04-2025 13:17:09,18-04-2025 13:17:10,"1,165s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_last""), ""Charles"")",Chrome 135.0.7049.96,,,18-04-2025 13:17:10,18-04-2025 13:17:11,"0,521s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_email""), email)",Chrome 135.0.7049.96,,,18-04-2025 13:17:11,18-04-2025 13:17:11,"0,562s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,18-04-2025 13:17:11,18-04-2025 13:17:12,"0,321s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password_confirmation""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,18-04-2025 13:17:12,18-04-2025 13:17:12,"0,292s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_1_phone_mob""), ""(855) 555-5555"")",Chrome 135.0.7049.96,,,18-04-2025 13:17:12,18-04-2025 13:17:12,"0,536s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Will only be used to resolve account _8e33be""), ""12345"")",Chrome 135.0.7049.96,,,18-04-2025 13:17:12,18-04-2025 13:17:13,"0,538s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Spectator_clubDirector""))",Chrome 135.0.7049.96,,,18-04-2025 13:17:13,18-04-2025 13:17:13,"0,270s",PASSED
delay(1),Chrome 135.0.7049.96,,,18-04-2025 13:17:13,18-04-2025 13:17:14,"1,036s",PASSED
"click(findTestObject(""Create account/Page_SportWrench - The Home of Sporting Events/button_Sign Up""))",Chrome 135.0.7049.96,,,18-04-2025 13:17:14,18-04-2025 13:17:15,"0,296s",PASSED
delay(2),Chrome 135.0.7049.96,,,18-04-2025 13:17:15,18-04-2025 13:17:17,"2,010s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/h2_Successfully registered""), 0)",Chrome 135.0.7049.96,,,18-04-2025 13:17:17,18-04-2025 13:17:17,"0,247s",PASSED
"newTab("""")",Chrome 135.0.7049.96,,,18-04-2025 13:17:17,18-04-2025 13:17:17,"0,070s",PASSED
"navigateToUrl(""https://dev.swstage.com/mail"")",Chrome 135.0.7049.96,,,18-04-2025 13:17:17,18-04-2025 13:17:18,"0,738s",PASSED
refresh(),Chrome 135.0.7049.96,,,18-04-2025 13:17:18,18-04-2025 13:17:18,"0,413s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_/a_962190""))",Chrome 135.0.7049.96,,,18-04-2025 13:17:18,18-04-2025 13:17:19,"1,044s",PASSED
