Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Team Payment,Chrome 135.0.7049.84,,,13-04-2025 00:34:00,13-04-2025 00:36:34,"2m - 34,049s",PASSED
,,,,,,,
Test Cases/Create an Event For Teams,Chrome 135.0.7049.84,,,13-04-2025 00:34:00,13-04-2025 00:35:01,"1m - 1,678s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 135.0.7049.84,,,13-04-2025 00:34:00,13-04-2025 00:34:05,"5,001s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 135.0.7049.84,,,13-04-2025 00:34:05,13-04-2025 00:34:08,"2,634s",PASSED
maximizeWindow(),Chrome 135.0.7049.84,,,13-04-2025 00:34:08,13-04-2025 00:34:08,"0,069s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Log In_email""), ""dcgfcgchfhgvhv@gmail.com"")",Chrome 135.0.7049.84,,,13-04-2025 00:34:08,13-04-2025 00:34:08,"0,721s",PASSED
"setEncryptedText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""ugkk24xDMrWrlVpEbACuNZEQlZ6qfcdw"")",Chrome 135.0.7049.84,,,13-04-2025 00:34:08,13-04-2025 00:34:09,"0,302s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_Log In""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:09,13-04-2025 00:34:09,"0,292s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/a_New Event""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:09,13-04-2025 00:34:11,"2,258s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/span_Event Details""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:11,13-04-2025 00:34:17,"5,521s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Event Name_long_name""), ""123Test Event"")",Chrome 135.0.7049.84,,,13-04-2025 00:34:17,13-04-2025 00:34:17,"0,535s",PASSED
"setText(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Short Name_name""), ""TE"")",Chrome 135.0.7049.84,,,13-04-2025 00:34:17,13-04-2025 00:34:18,"0,509s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Teams_allow_teams_registration""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:18,13-04-2025 00:34:18,"0,348s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Ticket Sales_allow_ticket_sales""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:18,13-04-2025 00:34:19,"0,619s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose a Timezone .AmericaNew_YorkAm_0bdf4d""), ""America/New_York"", true)",Chrome 135.0.7049.84,,,13-04-2025 00:34:19,13-04-2025 00:34:20,"0,836s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Sport .VolleyballBasketballSo_1c54a4""), ""2"", true)",Chrome 135.0.7049.84,,,13-04-2025 00:34:20,13-04-2025 00:34:21,"0,809s",PASSED
"enhancedClick(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Sport Variation .IndoorDoubles""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:21,13-04-2025 00:34:21,"0,598s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/select_Choose Sport Variation .IndoorDoubles""), ""number:1"", true)",Chrome 135.0.7049.84,,,13-04-2025 00:34:21,13-04-2025 00:34:22,"0,730s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/input_Date Start_date_start""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:22,13-04-2025 00:34:22,"0,591s",PASSED
"click(findTestObject(""Object Repository/EVENT FOR TEAMS/Page_SportWrench - The Home of Sporting Events/button_April 2025_btn btn-default btn-sm pu_492a81""))",Chrome 135.0.7049.84,,,13-04-2025 00:34:22,13-04-2025 00:34:23,"0,406s",PASSED
