Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Club,Chrome 135.0.7049.96,,,22-04-2025 22:45:26,22-04-2025 22:50:58,"5m - 31,279s",PASSED
,,,,,,,
"Test Cases/111Club/CREATE account, club, team, payment",Chrome 135.0.7049.96,,,22-04-2025 22:45:27,22-04-2025 22:46:40,"1m - 13,916s",PASSED
counter = Math.random() * 100000,Chrome 135.0.7049.96,,,22-04-2025 22:45:27,22-04-2025 22:45:27,"0,025s",PASSED
"email = counter + ""Test_email_for_club@gmail.com""",Chrome 135.0.7049.96,,,22-04-2025 22:45:27,22-04-2025 22:45:27,"0,004s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 135.0.7049.96,,,22-04-2025 22:45:27,22-04-2025 22:45:34,"7,001s",PASSED
maximizeWindow(),Chrome 135.0.7049.96,,,22-04-2025 22:45:34,22-04-2025 22:45:34,"0,057s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 135.0.7049.96,,,22-04-2025 22:45:34,22-04-2025 22:45:36,"2,229s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/a_SIGN UP""))",Chrome 135.0.7049.96,,,22-04-2025 22:45:36,22-04-2025 22:45:37,"0,462s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Registration_first""), ""Tara"")",Chrome 135.0.7049.96,,,22-04-2025 22:45:37,22-04-2025 22:45:38,"1,037s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_last""), ""Charles"")",Chrome 135.0.7049.96,,,22-04-2025 22:45:38,22-04-2025 22:45:38,"0,617s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_email""), email)",Chrome 135.0.7049.96,,,22-04-2025 22:45:38,22-04-2025 22:45:39,"0,537s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,22-04-2025 22:45:39,22-04-2025 22:45:39,"0,297s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password_confirmation""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,22-04-2025 22:45:39,22-04-2025 22:45:39,"0,281s",PASSED
