Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Teams Payments and Refunds,Chrome 134.0.6998.178,,,10-04-2025 01:14:43,10-04-2025 01:16:09,"1m - 26,023s",PASSED
,,,,,,,
"Test Cases/Payments for teams (CARD, ACH, CHECK)",Chrome 134.0.6998.178,,"refund, teams",10-04-2025 01:14:43,10-04-2025 01:15:34,"51,762s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 134.0.6998.178,,,10-04-2025 01:14:43,10-04-2025 01:14:47,"4,483s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 134.0.6998.178,,,10-04-2025 01:14:47,10-04-2025 01:14:50,"2,293s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Log In_email""), ""coachjon@trinityvolleyball.com"")",Chrome 134.0.6998.178,,,10-04-2025 01:14:50,10-04-2025 01:14:50,"0,746s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""ugkk24xDMrWrlVpEbACuNZEQlZ6qfcdw"")",Chrome 134.0.6998.178,,,10-04-2025 01:14:50,10-04-2025 01:14:51,"0,310s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Log In""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:51,10-04-2025 01:14:51,"0,293s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/a_Enter Events""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:51,10-04-2025 01:14:52,"1,340s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Manage Teams""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:52,10-04-2025 01:14:53,"0,685s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Pay""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:53,10-04-2025 01:14:55,"1,967s",PASSED
delay(2),Chrome 134.0.6998.178,,,10-04-2025 01:14:55,10-04-2025 01:14:57,"2,034s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Payment history_ng-pristine ng-untouc_97ddf2""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:57,10-04-2025 01:14:57,"0,363s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_To Pay_ng-pristine ng-untouched ng-va_e7e142""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:57,10-04-2025 01:14:58,"0,507s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:58,10-04-2025 01:14:58,"0,496s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc_1""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:58,10-04-2025 01:14:59,"0,301s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc_1_2""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:59,10-04-2025 01:14:59,"0,299s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_1,000.00_ng-pristine ng-untouched ng-_714ebc_1_2_3""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:59,10-04-2025 01:14:59,"0,288s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/div_Proceed to payment""))",Chrome 134.0.6998.178,,,10-04-2025 01:14:59,10-04-2025 01:15:00,"0,339s",PASSED
delay(2),Chrome 134.0.6998.178,,,10-04-2025 01:15:00,10-04-2025 01:15:02,"2,004s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Card number_number""), ""4242 4242 4242 4242"")",Chrome 134.0.6998.178,,,10-04-2025 01:15:02,10-04-2025 01:15:02,"0,671s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_MM  YY_expiry""), ""12 / 26"")",Chrome 134.0.6998.178,,,10-04-2025 01:15:02,10-04-2025 01:15:03,"0,719s",PASSED
"setText(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/input_Security code_cvc""), ""345"")",Chrome 134.0.6998.178,,,10-04-2025 01:15:03,10-04-2025 01:15:04,"0,571s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Pay 5,000.00""))",Chrome 134.0.6998.178,,,10-04-2025 01:15:04,10-04-2025 01:15:04,"0,311s",PASSED
delay(5),Chrome 134.0.6998.178,,,10-04-2025 01:15:04,10-04-2025 01:15:09,"5,014s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/span_Your Payment of 5,000.00 succeeded""), 1)",Chrome 134.0.6998.178,,,10-04-2025 01:15:09,10-04-2025 01:15:09,"0,261s",PASSED
"click(findTestObject(""Object Repository/Payment for teams (CARD, ACH, CHECK)/Page_SportWrench - The Home of Sporting Events/button_Close""))",Chrome 134.0.6998.178,,,10-04-2025 01:15:09,10-04-2025 01:15:12,"3,095s",PASSED
