Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Club,Chrome 135.0.7049.95,,,17-04-2025 19:43:57,17-04-2025 19:49:36,"5m - 39,057s",PASSED
,,,,,,,
"Test Cases/Club/CREATE account, club, team, payment",Chrome 135.0.7049.95,,,17-04-2025 19:43:57,17-04-2025 19:45:06,"1m - 9,712s",PASSED
counter = Math.random() * 100000,Chrome 135.0.7049.95,,,17-04-2025 19:43:57,17-04-2025 19:43:57,"0,024s",PASSED
"email = counter + ""Test_email_for_club@gmail.com""",Chrome 135.0.7049.95,,,17-04-2025 19:43:57,17-04-2025 19:43:57,"0,004s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 135.0.7049.95,,,17-04-2025 19:43:57,17-04-2025 19:44:02,"4,556s",PASSED
maximizeWindow(),Chrome 135.0.7049.95,,,17-04-2025 19:44:02,17-04-2025 19:44:02,"0,058s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:02,17-04-2025 19:44:05,"3,148s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/a_SIGN UP""))",Chrome 135.0.7049.95,,,17-04-2025 19:44:05,17-04-2025 19:44:05,"0,469s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Registration_first""), ""Tara"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:05,17-04-2025 19:44:06,"1,074s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_last""), ""Charles"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:06,17-04-2025 19:44:07,"0,625s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_email""), email)",Chrome 135.0.7049.95,,,17-04-2025 19:44:07,17-04-2025 19:44:08,"0,546s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.95,,,17-04-2025 19:44:08,17-04-2025 19:44:08,"0,323s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password_confirmation""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.95,,,17-04-2025 19:44:08,17-04-2025 19:44:08,"0,278s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_1_phone_mob""), ""(855) 555-5555"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:08,17-04-2025 19:44:09,"0,507s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Will only be used to resolve account _8e33be""), ""12345"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:09,17-04-2025 19:44:09,"0,522s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Spectator_clubDirector""))",Chrome 135.0.7049.95,,,17-04-2025 19:44:09,17-04-2025 19:44:09,"0,278s",PASSED
delay(1),Chrome 135.0.7049.95,,,17-04-2025 19:44:09,17-04-2025 19:44:10,"1,021s",PASSED
"click(findTestObject(""Create account/Page_SportWrench - The Home of Sporting Events/button_Sign Up""))",Chrome 135.0.7049.95,,,17-04-2025 19:44:10,17-04-2025 19:44:11,"0,289s",PASSED
"click(findTestObject(""Create account/Page_SportWrench - The Home of Sporting Events/button_Sign Up""))",Chrome 135.0.7049.95,,,17-04-2025 19:44:11,17-04-2025 19:44:11,"0,487s",PASSED
delay(2),Chrome 135.0.7049.95,,,17-04-2025 19:44:11,17-04-2025 19:44:13,"2,015s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/h2_Successfully registered""), 0)",Chrome 135.0.7049.95,,,17-04-2025 19:44:13,17-04-2025 19:44:14,"0,245s",PASSED
"newTab("""")",Chrome 135.0.7049.95,,,17-04-2025 19:44:14,17-04-2025 19:44:14,"0,057s",PASSED
"navigateToUrl(""https://dev.swstage.com/mail"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:14,17-04-2025 19:44:14,"0,486s",PASSED
refresh(),Chrome 135.0.7049.95,,,17-04-2025 19:44:14,17-04-2025 19:44:14,"0,196s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_/a_962190""))",Chrome 135.0.7049.95,,,17-04-2025 19:44:14,17-04-2025 19:44:15,"1,068s",PASSED
"doubleClick(findTestObject(""Object Repository/Create account/Page_SportWrench/a_Activate Account""))",Chrome 135.0.7049.95,,,17-04-2025 19:44:15,17-04-2025 19:44:16,"0,522s",PASSED
delay(2),Chrome 135.0.7049.95,,,17-04-2025 19:44:16,17-04-2025 19:44:18,"2,008s",PASSED
closeBrowser(),Chrome 135.0.7049.95,,,17-04-2025 19:44:18,17-04-2025 19:44:18,"0,128s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:18,17-04-2025 19:44:21,"3,476s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 135.0.7049.95,,,17-04-2025 19:44:21,17-04-2025 19:44:24,"2,718s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_email""), email)",Chrome 135.0.7049.95,,,17-04-2025 19:44:24,17-04-2025 19:44:25,"0,748s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.95,,,17-04-2025 19:44:25,17-04-2025 19:44:25,"0,276s",PASSED
