Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Club,Chrome 135.0.7049.96,,,22-04-2025 23:07:17,22-04-2025 23:14:01,"6m - 44,372s",PASSED
,,,,,,,
"Test Cases/111Club/CREATE account, club, team, payment",Chrome 135.0.7049.96,,,22-04-2025 23:07:17,22-04-2025 23:08:29,"1m - 11,897s",PASSED
counter = Math.random() * 100000,Chrome 135.0.7049.96,,,22-04-2025 23:07:17,22-04-2025 23:07:17,"0,027s",PASSED
"email = counter + ""Test_email_for_club@gmail.com""",Chrome 135.0.7049.96,,,22-04-2025 23:07:17,22-04-2025 23:07:17,"0,004s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 135.0.7049.96,,,22-04-2025 23:07:17,22-04-2025 23:07:21,"4,433s",PASSED
maximizeWindow(),Chrome 135.0.7049.96,,,22-04-2025 23:07:21,22-04-2025 23:07:21,"0,066s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 135.0.7049.96,,,22-04-2025 23:07:21,22-04-2025 23:07:24,"2,511s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/a_SIGN UP""))",Chrome 135.0.7049.96,,,22-04-2025 23:07:24,22-04-2025 23:07:24,"0,458s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Registration_first""), ""Tara"")",Chrome 135.0.7049.96,,,22-04-2025 23:07:24,22-04-2025 23:07:25,"1,073s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_last""), ""Charles"")",Chrome 135.0.7049.96,,,22-04-2025 23:07:26,22-04-2025 23:07:26,"0,516s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_email""), email)",Chrome 135.0.7049.96,,,22-04-2025 23:07:26,22-04-2025 23:07:27,"0,531s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,22-04-2025 23:07:27,22-04-2025 23:07:27,"0,300s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password_confirmation""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,22-04-2025 23:07:27,22-04-2025 23:07:27,"0,281s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_1_phone_mob""), ""(855) 555-5555"")",Chrome 135.0.7049.96,,,22-04-2025 23:07:27,22-04-2025 23:07:28,"0,520s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Will only be used to resolve account _8e33be""), ""12345"")",Chrome 135.0.7049.96,,,22-04-2025 23:07:28,22-04-2025 23:07:28,"0,518s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Spectator_clubDirector""))",Chrome 135.0.7049.96,,,22-04-2025 23:07:28,22-04-2025 23:07:28,"0,274s",PASSED
delay(1),Chrome 135.0.7049.96,,,22-04-2025 23:07:28,22-04-2025 23:07:29,"1,039s",PASSED
"click(findTestObject(""Create account/Page_SportWrench - The Home of Sporting Events/button_Sign Up""))",Chrome 135.0.7049.96,,,22-04-2025 23:07:29,22-04-2025 23:07:30,"0,307s",PASSED
delay(2),Chrome 135.0.7049.96,,,22-04-2025 23:07:30,22-04-2025 23:07:32,"2,010s",PASSED
