Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ticket Refunds,Chrome 136.0.7103.114,,,29-05-2025 00:27:15,29-05-2025 00:30:59,"3m - 43,599s",PASSED
,,,,,,,
Test Cases/111Ticket refund/Ticket Payment for refund,Chrome 136.0.7103.114,,,29-05-2025 00:27:16,29-05-2025 00:28:41,"1m - 25,448s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 136.0.7103.114,,,29-05-2025 00:27:16,29-05-2025 00:27:21,"4,762s",PASSED
"navigateToUrl(""http://USAV:demo@tickets-dev.swstage.com/"")",Chrome 136.0.7103.114,,,29-05-2025 00:27:21,29-05-2025 00:27:22,"1,843s",PASSED
maximizeWindow(),Chrome 136.0.7103.114,,,29-05-2025 00:27:22,29-05-2025 00:27:22,"0,134s",PASSED
"setText(findTestObject(""Object Repository/Ticket purchase/Page_SW  Tickets/input_Available Events_form-control ng-pris_aaf354""), ""[AUTOTESTS] Tickets refunds (do not touch!)"")",Chrome 136.0.7103.114,,,29-05-2025 00:27:22,29-05-2025 00:27:24,"1,020s",PASSED
"click(findTestObject(""Spy Web/Page_SportWrench - The Home of Sporting Events/Page_SW  Tickets/b_AUTOTESTS Tickets refunds (do not touch)""))",Chrome 136.0.7103.114,,,29-05-2025 00:27:24,29-05-2025 00:27:26,"2,267s",PASSED
"click(findTestObject(""Object Repository/Ticket payment 1111111111111/Page_Tickets/div_None""))",Chrome 136.0.7103.114,,,29-05-2025 00:27:26,29-05-2025 00:27:26,"0,301s",PASSED
"click(findTestObject(""Object Repository/Ticket payment 1111111111111/Page_Tickets/div_1""))",Chrome 136.0.7103.114,,,29-05-2025 00:27:26,29-05-2025 00:27:26,"0,300s",PASSED
"click(findTestObject(""Object Repository/Ticket payment 1111111111111/Page_Tickets/div_Purchaser Info_1""))",Chrome 136.0.7103.114,,,29-05-2025 00:27:26,29-05-2025 00:27:27,"0,508s",PASSED
"click(findTestObject(""Object Repository/Ticket payment 1111111111111/Page_Tickets/div_I Agree""))",Chrome 136.0.7103.114,,,29-05-2025 00:27:27,29-05-2025 00:27:27,"0,520s",PASSED
"setText(findTestObject(""Object Repository/Ticket payment 1111111111111/Page_Tickets/input__purchaserFirst""), ""Tara"")",Chrome 136.0.7103.114,,,29-05-2025 00:27:27,29-05-2025 00:27:28,"0,760s",PASSED
