Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Club,Chrome 135.0.7049.96,,,18-04-2025 13:38:28,18-04-2025 13:42:35,"4m - 7,756s",PASSED
,,,,,,,
"Test Cases/111Club/CREATE account, club, team, payment",Chrome 135.0.7049.96,,,18-04-2025 13:38:28,18-04-2025 13:39:35,"1m - 7,229s",PASSED
counter = Math.random() * 100000,Chrome 135.0.7049.96,,,18-04-2025 13:38:28,18-04-2025 13:38:28,"0,028s",PASSED
"email = counter + ""Test_email_for_club@gmail.com""",Chrome 135.0.7049.96,,,18-04-2025 13:38:28,18-04-2025 13:38:28,"0,005s",PASSED
"openBrowser(""http://USAV:demo@dev.swstage.com/"")",Chrome 135.0.7049.96,,,18-04-2025 13:38:28,18-04-2025 13:38:33,"4,948s",PASSED
maximizeWindow(),Chrome 135.0.7049.96,,,18-04-2025 13:38:33,18-04-2025 13:38:33,"0,053s",PASSED
"navigateToUrl(""http://USAV:demo@my.dev.swstage.com/#/"")",Chrome 135.0.7049.96,,,18-04-2025 13:38:33,18-04-2025 13:38:36,"2,824s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/a_SIGN UP""))",Chrome 135.0.7049.96,,,18-04-2025 13:38:36,18-04-2025 13:38:36,"0,474s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Registration_first""), ""Tara"")",Chrome 135.0.7049.96,,,18-04-2025 13:38:36,18-04-2025 13:38:38,"1,173s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_last""), ""Charles"")",Chrome 135.0.7049.96,,,18-04-2025 13:38:38,18-04-2025 13:38:38,"0,543s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_email""), email)",Chrome 135.0.7049.96,,,18-04-2025 13:38:38,18-04-2025 13:38:39,"0,562s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,18-04-2025 13:38:39,18-04-2025 13:38:39,"0,296s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_false_password_confirmation""), ""SFTQUhjBfIY="")",Chrome 135.0.7049.96,,,18-04-2025 13:38:39,18-04-2025 13:38:39,"0,288s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_1_phone_mob""), ""(855) 555-5555"")",Chrome 135.0.7049.96,,,18-04-2025 13:38:39,18-04-2025 13:38:40,"0,512s",PASSED
"setText(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Will only be used to resolve account _8e33be""), ""12345"")",Chrome 135.0.7049.96,,,18-04-2025 13:38:40,18-04-2025 13:38:40,"0,504s",PASSED
"click(findTestObject(""Object Repository/Create account/Page_SportWrench - The Home of Sporting Events/input_Spectator_clubDirector""))",Chrome 135.0.7049.96,,,18-04-2025 13:38:40,18-04-2025 13:38:41,"0,276s",PASSED
delay(1),Chrome 135.0.7049.96,,,18-04-2025 13:38:41,18-04-2025 13:38:42,"1,032s",PASSED
"click(findTestObject(""Create account/Page_SportWrench - The Home of Sporting Events/button_Sign Up""))",Chrome 135.0.7049.96,,,18-04-2025 13:38:42,18-04-2025 13:38:42,"0,286s",PASSED
delay(2),Chrome 135.0.7049.96,,,18-04-2025 13:38:42,18-04-2025 13:38:44,"2,006s",PASSED
